Grupos,CaixaPostal,ReduzioAtraso,PFPJ,AtrasoAgosto,AtrasoOutubro,AtrasoDezembro,Variacao,Deducao
Controle,"NA",sim,PF,4,5,5,0,696.4190783699996
Controle,"NA",não,PJ,0,0,0,0,704.6812654170697
Controle,"NA",não,PJ,0,2,3,1,596.9820107873214
Controle,"NA",não,PF,1,2,3,1,625.9165344594254
Controle,"NA",não,PF,3,4,4,0,655.992496288038
Controle,"NA",não,PJ,0,1,1,0,567.2411158664971
Controle,"NA",não,PF,1,4,5,1,621.3671556300749
Controle,"NA",não,PJ,5,7,7,0,531.05522631702
Controle,"NA",não,PF,2,2,5,3,677.0969140701452
Controle,"NA",não,PJ,2,3,3,0,943.3225045730502
Controle,"NA",não,PF,0,1,1,0,595.887463289498
Controle,"NA",não,PF,2,4,6,2,599.3502846412106
Controle,"NA",não,PF,3,3,3,0,540.4422333007993
Controle,"NA",não,PJ,0,0,2,2,647.3655357147986
Controle,"NA",não,PF,4,5,6,1,579.5974775130481
Controle,"NA",não,PF,1,1,1,0,601.9639002821206
Controle,"NA",não,PF,0,4,4,0,758.1717285191116
Controle,"NA",não,PJ,1,1,2,1,531.4493454652251
Controle,"NA",não,PJ,4,4,4,0,494.07101892019455
Controle,"NA",não,PF,3,1,3,2,582.7571681561964
Controle,"NA",não,PF,4,4,4,0,426.00113597732434
Controle,"NA",não,PJ,0,0,2,2,665.3891171124517
Controle,"NA",não,PF,1,2,4,2,654.1130124009928
Controle,"NA",não,PF,1,1,3,2,626.9989267668244
Controle,"NA",não,PJ,2,4,6,2,538.029573049009
Controle,"NA",não,PJ,3,4,5,1,695.5392086559516
Controle,"NA",não,PF,1,1,2,1,491.5598675934016
Controle,"NA",não,PF,3,1,3,2,597.229668799051
Controle,"NA",não,PF,3,3,2,-1,534.7245924107139
Controle,"NA",não,PF,1,2,3,1,560.4585682967651
Controle,"NA",não,PJ,0,0,2,2,697.0693752396118
Controle,"NA",não,PF,1,2,2,0,571.0227616530518
Controle,"NA",não,PJ,1,0,1,1,709.3335849262685
Controle,"NA",não,PF,2,5,5,0,597.7696016990727
Controle,"NA",não,PJ,2,3,2,-1,634.8603696454284
Controle,"NA",não,PF,2,4,6,2,660.1301811301679
Controle,"NA",não,PJ,1,2,3,1,715.1906457107921
Controle,"NA",não,PF,1,4,4,0,712.039129093722
Controle,"NA",não,PJ,2,3,3,0,634.7850664046373
Controle,"NA",não,PF,1,1,2,1,555.708129939426
Controle,"NA",não,PJ,2,0,1,1,713.2424097885648
Controle,"NA",não,PF,2,5,6,1,624.0185107636833
Controle,"NA",não,PJ,3,4,5,1,622.470339565954
Controle,"NA",não,PF,1,2,2,0,556.0495886010721
Controle,"NA",não,PF,3,3,4,1,597.6927597086071
Controle,"NA",não,PJ,2,3,3,0,446.7858076932701
Controle,"NA",não,PF,0,0,0,0,613.7952582386432
Controle,"NA",não,PJ,3,3,4,1,688.9132029326939
Controle,"NA",não,PF,2,2,3,1,645.460816590199
Controle,"NA",não,PJ,4,4,5,1,606.025174188859
Controle,"NA",não,PF,6,9,9,0,739.5968931391955
Controle,"NA",não,PF,1,1,1,0,711.1249499241925
Controle,"NA",não,PJ,2,4,7,3,788.3785337029092
Controle,"NA",não,PF,3,3,5,2,571.8363783013631
Controle,"NA",não,PJ,2,3,3,0,701.2328579687743
Controle,"NA",não,PF,2,3,5,2,593.5063334619956
Controle,"NA",não,PJ,0,3,4,1,802.1314765513578
Controle,"NA",não,PF,3,8,10,2,605.3178988385433
Coercitiva,Caixa Postal,não,PF,3,5,5,0,869.816450272178
Coercitiva,Caixa Postal,não,PJ,2,1,5,4,748.70111326341
Coercitiva,Caixa Postal,não,PF,4,7,7,0,700.4560059747039
Coercitiva,Caixa Postal,não,PF,1,1,5,4,641.6973170494201
Coercitiva,Caixa Postal,não,PF,1,1,3,2,740.4749737308789
Coercitiva,Caixa Postal,não,PJ,6,6,12,6,724.076591813585
Coercitiva,Caixa Postal,não,PJ,2,1,3,2,504.7842233545731
Coercitiva,Caixa Postal,sim,PJ,2,5,4,-1,640.2661122267174
Coercitiva,Caixa Postal,não,PF,4,5,8,3,777.1032068874796
Coercitiva,Caixa Postal,não,PJ,0,2,3,1,541.4036071076445
Coercitiva,Caixa Postal,sim,PF,2,2,0,-2,560.0454723979306
Coercitiva,Caixa Postal,sim,PJ,4,6,4,-2,643.7148330868297
Coercitiva,Caixa Postal,não,PF,2,4,13,9,761.3838142662553
Coercitiva,Caixa Postal,não,PJ,3,5,9,4,640.9476219673131
Coercitiva,Caixa Postal,não,PF,2,2,4,2,570.214997946298
Coercitiva,Caixa Postal,não,PF,1,1,4,3,703.3513558975847
Coercitiva,Caixa Postal,não,PF,1,0,0,0,795.6297560801814
Coercitiva,Caixa Postal,não,PF,1,2,3,1,665.5991114543602
Coercitiva,Caixa Postal,não,PF,3,2,2,0,624.4740034620545
Coercitiva,Caixa Postal,não,PF,1,4,5,1,483.05139385185174
Coercitiva,Caixa Postal,não,PJ,0,1,4,3,569.4842147713928
Coercitiva,Caixa Postal,sim,PJ,2,4,3,-1,646.836983084699
Coercitiva,Caixa Postal,não,PF,1,1,4,3,735.919951918484
Coercitiva,Caixa Postal,não,PF,3,7,9,2,613.293246637659
Coercitiva,Caixa Postal,sim,PF,2,3,2,-1,605.9336737935239
Coercitiva,Caixa Postal,não,PJ,1,1,2,1,725.1465361615021
Coercitiva,Caixa Postal,não,PF,2,0,0,0,590.8505205378497
Coercitiva,Caixa Postal,não,PF,1,2,7,5,608.5908444683381
Coercitiva,Caixa Postal,não,PJ,4,7,12,5,704.1569699354982
Coercitiva,Caixa Postal,sim,PF,1,3,2,-1,710.6114023927046
Coercitiva,Caixa Postal,sim,PJ,1,1,0,-1,613.7966236970543
Coercitiva,Caixa Postal,não,PJ,1,2,5,3,751.8477397830682
Coercitiva,Caixa Postal,não,PF,1,1,1,0,611.8753910760963
Coercitiva,Caixa Postal,não,PJ,1,2,3,1,602.1164104306084
Coercitiva,Caixa Postal,sim,PF,4,4,3,-1,813.6377684009888
Coercitiva,Caixa Postal,sim,PF,1,3,1,-2,599.3816693040325
Coercitiva,Caixa Postal,não,PJ,4,4,5,1,593.3818208059574
Coercitiva,Caixa Postal,não,PF,5,6,7,1,702.2281638340997
Coercitiva,Caixa Postal,não,PF,1,1,4,3,591.6055324430986
Coercitiva,Caixa Postal,sim,PF,3,4,2,-2,705.3147986396168
Coercitiva,Caixa Postal,não,PJ,2,6,11,5,702.0427711011852
Coercitiva,Caixa Postal,sim,PJ,1,6,4,-2,663.1509401888234
Coercitiva,Caixa Postal,não,PF,5,6,11,5,604.5821080414423
Coercitiva,Caixa Postal,não,PJ,2,5,6,1,629.6340413707017
Coercitiva,Caixa Postal,não,PF,3,5,7,2,617.2590063551147
Coercitiva,Caixa Postal,sim,PF,2,1,0,-1,660.6004751293121
Coercitiva,Caixa Postal,não,PF,1,0,1,1,688.2290812901987
Coercitiva,Caixa Postal,não,PF,1,6,9,3,473.42836523903196
Coercitiva,Caixa Postal,não,PJ,0,3,4,1,485.96738947671804
Coercitiva,Caixa Postal,não,PF,3,7,7,0,663.2713253371346
Coercitiva,Caixa Postal,não,PJ,2,5,6,1,545.5966547785499
Coercitiva,Caixa Postal,não,PF,4,3,9,6,835.644062150259
Coercitiva,Caixa Postal,não,PF,1,4,10,6,717.5775657163451
Coercitiva,Caixa Postal,sim,PJ,1,1,0,-1,767.2885667858957
Coercitiva,Caixa Postal,não,PJ,1,4,9,5,423.82200824728943
Coercitiva,Caixa Postal,não,PF,2,1,5,4,621.7156305766589
Coercitiva,Caixa Postal,não,PF,2,1,5,4,862.0368327349493
Coercitiva,Caixa Postal,não,PF,2,7,10,3,807.8897758564005
Coercitiva,Caixa Postal,não,PF,3,2,5,3,664.8932417372497
Coercitiva,Caixa Postal,não,PJ,2,3,7,4,635.9677925297242
Coercitiva,Caixa Postal,não,PF,3,4,4,0,573.0774275961203
Coercitiva,Caixa Postal,não,PJ,5,2,2,0,581.325598010518
Coercitiva,Caixa Postal,não,PF,3,4,5,1,580.1018256236172
Coercitiva,Caixa Postal,não,PJ,0,2,7,5,727.9962108472962
Coercitiva,Caixa Postal,não,PF,0,3,4,1,575.2228382107086
Coercitiva,Caixa Postal,não,PF,3,3,4,1,454.194481315767
Coercitiva,Caixa Postal,não,PJ,4,8,9,1,712.1406246950604
Coercitiva,Caixa Postal,não,PJ,3,4,6,2,514.4497814750193
Coercitiva,Caixa Postal,sim,PF,2,1,0,-1,632.0796417547783
Coercitiva,Caixa Postal,não,PJ,1,2,5,3,563.7564325743682
Coercitiva,Caixa Postal,sim,PJ,0,3,2,-1,604.08542131914
Coercitiva,Caixa Postal,não,PJ,2,1,4,3,573.9988798864471
Coercitiva,Caixa Postal,não,PF,1,0,1,1,545.165865406597
Coercitiva,Caixa Postal,não,PF,0,0,0,0,726.3797778942254
Coercitiva,Caixa Postal,não,PJ,6,8,9,1,816.692577217436
Coercitiva,Caixa Postal,não,PF,2,0,1,1,561.8978513014545
Coercitiva,Caixa Postal,não,PJ,1,1,1,0,601.5715358494208
Coercitiva,Caixa Postal,não,PF,5,5,6,1,387.5042069735712
Coercitiva,Caixa Postal,sim,PJ,2,4,3,-1,713.8168029200976
Coercitiva,Caixa Postal,não,PF,3,8,10,2,729.2308983315149
Coercitiva,Caixa Postal,não,PF,2,4,8,4,650.6021099874318
Coercitiva,Caixa Postal,sim,PF,1,2,0,-2,528.2886426829331
Coercitiva,Caixa Postal,não,PF,0,0,0,0,589.6984843215835
Coercitiva,Caixa Postal,não,PF,1,3,8,5,652.1465487480604
Coercitiva,Caixa Postal,não,PF,5,6,9,3,671.6824507084752
Coercitiva,Caixa Postal,não,PJ,2,3,6,3,499.22478661123057
Coercitiva,Caixa Postal,não,PF,5,6,6,0,610.49688076978
Coercitiva,Caixa Postal,não,PF,3,6,12,6,684.00081170277
Coercitiva,Caixa Postal,sim,PF,0,4,3,-1,583.7878569515738
Coercitiva,Caixa Postal,sim,PF,2,4,3,-1,593.566943451587
Coercitiva,Caixa Postal,não,PF,0,0,1,1,753.0226005546051
Coercitiva,Caixa Postal,não,PJ,1,2,3,1,528.1699451821958
Coercitiva,Caixa Postal,não,PF,3,3,5,2,648.4273326877615
Coercitiva,Caixa Postal,não,PF,0,0,4,4,771.955263523408
Coercitiva,Caixa Postal,não,PF,5,3,5,2,673.5529597375912
Coercitiva,Caixa Postal,não,PJ,0,5,6,1,738.1903918114941
Coercitiva,Caixa Postal,não,PF,2,1,4,3,728.2021409116221
Coercitiva,Caixa Postal,não,PF,2,4,7,3,558.6702083598159
Coercitiva,Caixa Postal,não,PF,3,6,8,2,956.5044649448334
Coercitiva,Caixa Postal,não,PJ,2,2,2,0,640.7381304867777
Coercitiva,Caixa Postal,não,PJ,1,3,5,2,444.9755814432049
Coercitiva,Caixa Postal,não,PF,2,4,7,3,585.2896677395848
Coercitiva,Caixa Postal,não,PF,2,0,0,0,573.9777839908947
Coercitiva,Caixa Postal,não,PF,3,10,11,1,685.9171314117937
Coercitiva,Caixa Postal,não,PF,2,2,4,2,729.7262172330422
Coercitiva,Caixa Postal,não,PF,2,3,5,2,380.75301538255167
Coercitiva,Sem resposta,não,PF,0,0,0,0,517.1432106693699
Coercitiva,Sem resposta,não,PF,0,0,0,0,676.6223170427481
Coercitiva,Sem resposta,não,PF,0,0,0,0,478.30060930349885
Aversão à Perda,Caixa Postal,não,PF,1,2,4,2,787.59234656825015
Aversão à Perda,Caixa Postal,não,PF,5,7,9,2,486.62141592590956
Aversão à Perda,Caixa Postal,não,PF,2,4,5,1,660.8619274288476
Aversão à Perda,Caixa Postal,não,PF,1,3,4,1,716.3387081330603
Aversão à Perda,Caixa Postal,não,PF,3,5,8,3,727.8937787727529
Aversão à Perda,Caixa Postal,não,PJ,4,6,9,3,600.3728997938686
Aversão à Perda,Caixa Postal,não,PJ,5,7,9,2,502.49383275455295
Aversão à Perda,Caixa Postal,não,PJ,2,4,5,1,599.484802054532
Aversão à Perda,Caixa Postal,não,PF,4,5,7,2,624.5351765273942
Aversão à Perda,Caixa Postal,não,PJ,3,6,9,3,698.9339585136892
Aversão à Perda,Caixa Postal,não,PF,3,5,7,2,720.0138797790881
Aversão à Perda,Caixa Postal,não,PF,3,5,7,2,646.8331448921904
Aversão à Perda,Caixa Postal,não,PJ,5,8,10,2,505.4219537952347
Aversão à Perda,Caixa Postal,não,PJ,1,3,5,2,739.0895324044544
Aversão à Perda,Caixa Postal,não,PF,2,5,7,2,707.3205109298815
Aversão à Perda,Caixa Postal,não,PJ,5,6,8,2,762.1368736068359
Aversão à Perda,Caixa Postal,não,PF,2,4,6,2,535.1550331202232
Aversão à Perda,Caixa Postal,não,PF,3,5,7,2,769.6646018640797
Aversão à Perda,Caixa Postal,não,PF,6,9,11,2,499.30407078033636
Aversão à Perda,Caixa Postal,não,PF,2,5,6,1,547.5456940502625
Aversão à Perda,Caixa Postal,não,PF,3,4,6,2,635.7984225431289
Aversão à Perda,Caixa Postal,não,PF,3,5,7,2,536.0441784066087
Aversão à Perda,Caixa Postal,não,PJ,2,4,6,2,654.668179216843
Aversão à Perda,Caixa Postal,não,PF,1,4,6,2,663.3833788862969
Aversão à Perda,Caixa Postal,não,PJ,2,4,6,2,620.1919580342085
Aversão à Perda,Caixa Postal,não,PF,1,3,4,1,592.6620433582682
Aversão à Perda,Caixa Postal,não,PF,3,5,8,3,752.9333518541055
Aversão à Perda,Caixa Postal,não,PJ,4,6,8,2,726.3288599436977
Aversão à Perda,Caixa Postal,não,PJ,3,5,8,3,688.9994116144617
Aversão à Perda,Caixa Postal,não,PF,1,3,5,2,778.6403013593964
Aversão à Perda,Caixa Postal,não,PF,1,4,6,2,739.341649941365
Aversão à Perda,Caixa Postal,não,PF,0,2,4,2,547.7125697767378
Aversão à Perda,Caixa Postal,não,PF,2,3,5,2,668.8766059547439
Aversão à Perda,Caixa Postal,não,PF,2,4,6,2,756.1214301080747
Aversão à Perda,Caixa Postal,não,PF,6,9,11,2,541.160336076518
Aversão à Perda,Caixa Postal,não,PF,2,3,5,2,702.5621319985216
Aversão à Perda,Caixa Postal,não,PJ,1,3,6,3,554.9009865856599
Aversão à Perda,Caixa Postal,não,PJ,3,5,7,2,653.1792557039063
Aversão à Perda,Caixa Postal,não,PF,0,2,4,2,853.8499926700736
Aversão à Perda,Caixa Postal,não,PF,1,4,6,2,592.8464046350115
Aversão à Perda,Caixa Postal,não,PF,2,3,5,2,825.0470357336321
Aversão à Perda,Caixa Postal,não,PJ,2,4,6,2,701.6447728303681
Aversão à Perda,Caixa Postal,não,PJ,0,2,4,2,750.7765581213747
Aversão à Perda,Caixa Postal,não,PJ,3,5,7,2,554.7379615177883
Aversão à Perda,Caixa Postal,não,PF,4,6,8,2,774.0883114994881
Aversão à Perda,Caixa Postal,não,PJ,2,4,6,2,438.75910835280786
Aversão à Perda,Caixa Postal,não,PF,1,3,4,1,801.044544919481
Aversão à Perda,Caixa Postal,não,PF,0,2,4,2,574.5214235893111
Aversão à Perda,Caixa Postal,não,PJ,4,6,8,2,637.3545148468514
Aversão à Perda,Caixa Postal,não,PJ,3,5,7,2,748.4018692462387
Aversão à Perda,Caixa Postal,não,PF,2,4,6,2,464.79949382007834
Aversão à Perda,Caixa Postal,não,PF,4,7,9,2,765.0301513665177
Aversão à Perda,Caixa Postal,não,PF,3,5,7,2,751.8167860131514
Aversão à Perda,Caixa Postal,não,PF,2,5,6,1,595.1232738583399
Aversão à Perda,Caixa Postal,não,PJ,0,2,4,2,789.689666641811
Aversão à Perda,Caixa Postal,não,PJ,1,4,6,2,742.6607903008914
Aversão à Perda,Caixa Postal,não,PJ,2,5,7,2,663.9984699125381
Aversão à Perda,Caixa Postal,não,PJ,5,7,9,2,831.9652797595697
Aversão à Perda,Caixa Postal,não,PJ,4,6,7,1,739.5186575621278
Aversão à Perda,Caixa Postal,não,PF,2,4,6,2,648.404569043667
Aversão à Perda,Caixa Postal,não,PJ,5,7,8,1,593.7129309725707
Aversão à Perda,Caixa Postal,não,PJ,3,5,7,2,576.7882822554252
Aversão à Perda,Caixa Postal,não,PF,1,3,4,1,768.4868277924662
Aversão à Perda,Caixa Postal,não,PF,4,6,9,3,663.0166532892753
Aversão à Perda,Caixa Postal,não,PF,5,8,10,2,599.4213152362812
Aversão à Perda,Caixa Postal,não,PF,3,4,6,2,579.8895167822282
Aversão à Perda,Caixa Postal,não,PJ,3,5,7,2,505.62605059327007
Aversão à Perda,Caixa Postal,não,PF,1,3,5,2,585.4552722482285
Aversão à Perda,Caixa Postal,não,PF,0,3,6,3,676.0839579994173
Aversão à Perda,Caixa Postal,não,PF,1,3,6,3,768.1662039122934
Aversão à Perda,Caixa Postal,não,PF,3,5,7,2,801.5855576796745
Aversão à Perda,Caixa Postal,não,PJ,5,7,9,2,528.3384323265824
Aversão à Perda,Caixa Postal,não,PF,2,4,6,2,457.24871799666863
Aversão à Perda,Caixa Postal,não,PF,1,3,5,2,487.5886231185101
Aversão à Perda,Caixa Postal,não,PJ,2,3,5,2,541.8033869558368
Aversão à Perda,Caixa Postal,não,PF,2,4,7,3,559.4687725099943
Aversão à Perda,Caixa Postal,não,PJ,2,4,6,2,564.0332986767027
Aversão à Perda,Caixa Postal,não,PF,3,4,5,1,694.0176667181757
Aversão à Perda,Caixa Postal,não,PJ,4,6,8,2,662.3646120828878
Aversão à Perda,Caixa Postal,não,PJ,4,6,7,1,527.4127427266164
Aversão à Perda,Caixa Postal,não,PJ,1,3,6,3,712.3948294736546
Aversão à Perda,Caixa Postal,não,PJ,4,6,7,1,652.0004543176013
Aversão à Perda,Caixa Postal,não,PJ,2,3,5,2,665.3930111282478
Aversão à Perda,Caixa Postal,não,PF,0,2,4,2,429.02921732049117
Aversão à Perda,Caixa Postal,não,PF,2,3,5,2,730.427297929537
Aversão à Perda,Caixa Postal,não,PF,5,8,10,2,700.8271852149364
Aversão à Perda,Caixa Postal,não,PF,3,6,8,2,585.4157883444465
Aversão à Perda,Caixa Postal,não,PF,3,5,7,2,608.6788792854053
Aversão à Perda,Caixa Postal,não,PF,2,4,4,0,483.9420912215212
Aversão à Perda,Caixa Postal,não,PF,4,6,9,3,741.8374269872816
Aversão à Perda,Caixa Postal,não,PJ,1,3,5,2,426.08158461176805
Aversão à Perda,Caixa Postal,não,PF,2,4,6,2,801.7681379180497
Aversão à Perda,Caixa Postal,não,PJ,1,3,5,2,492.3595192942057
Aversão à Perda,Caixa Postal,não,PF,1,2,5,3,589.2227561478468
Aversão à Perda,Caixa Postal,não,PF,4,6,8,2,774.3594985099285
Aversão à Perda,Caixa Postal,não,PJ,5,8,10,2,612.6070223991458
Aversão à Perda,Caixa Postal,não,PF,4,6,8,2,692.9372740883953
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,351.07025347925264
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,612.2643394923695
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,571.1592826650531
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,571.7506081220947
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,656.7023248908342
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,697.3347355798243
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,538.5024437268455
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,718.5821284725805
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,505.9102044343683
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,736.570511825239
Aversão à Perda,Sem resposta,não,PF,0,0,0,0,644.851381808631
Lembrete,Caixa Postal,não,PF,1,2,6,4,575.9203165690516
Lembrete,Caixa Postal,não,PF,0,0,0,0,587.0044398953979
Lembrete,Caixa Postal,não,PF,3,4,9,5,769.5268574085609
Lembrete,Caixa Postal,não,PF,2,2,2,0,641.800815925136
Lembrete,Caixa Postal,não,PF,1,2,2,0,742.5275303505767
Lembrete,Caixa Postal,não,PF,1,1,3,2,492.82043826701045
Lembrete,Caixa Postal,sim,PJ,3,5,4,-1,686.9903540941366
Lembrete,Caixa Postal,não,PJ,2,4,4,0,682.3418128108674
Lembrete,Caixa Postal,não,PJ,4,4,8,4,657.0952563807645
Lembrete,Caixa Postal,não,PF,4,7,15,8,592.16284722088
Lembrete,Caixa Postal,não,PJ,0,0,0,0,818.694170398596
Lembrete,Caixa Postal,sim,PJ,2,4,1,-3,549.6577376118703
Lembrete,Caixa Postal,sim,PJ,1,4,2,-2,664.8049529753213
Lembrete,Caixa Postal,sim,PJ,3,6,4,-2,741.372234576796
Lembrete,Caixa Postal,não,PJ,2,4,7,3,598.7524002361959
Lembrete,Caixa Postal,sim,PJ,2,3,0,-3,791.605224816866
Lembrete,Caixa Postal,não,PF,0,2,4,2,787.5112494827476
Lembrete,Caixa Postal,não,PF,0,0,1,1,784.4632403407752
Lembrete,Caixa Postal,não,PF,2,2,4,2,540.8122584588054
Lembrete,Caixa Postal,sim,PJ,2,2,0,-2,679.426387067348
Lembrete,Caixa Postal,não,PF,1,2,2,0,794.7957984358453
Lembrete,Caixa Postal,sim,PJ,1,3,0,-3,680.3678556316784
Lembrete,Caixa Postal,não,PJ,0,0,0,0,756.2605149526381
Lembrete,Caixa Postal,não,PF,2,6,8,2,658.6436730956651
Lembrete,Caixa Postal,não,PF,2,3,12,9,708.2996989191997
Lembrete,Caixa Postal,sim,PF,2,2,1,-1,661.3578770241788
Lembrete,Caixa Postal,sim,PF,1,1,0,-1,731.409288128764
Lembrete,Caixa Postal,não,PJ,4,3,3,0,719.5303542503412
Lembrete,Caixa Postal,não,PF,1,3,3,0,600.0446942935245
Lembrete,Caixa Postal,não,PJ,2,6,10,4,663.7549343707085
Lembrete,Caixa Postal,não,PF,0,2,3,1,559.2030284847244
Lembrete,Caixa Postal,não,PF,3,5,6,1,663.4096079026798
Lembrete,Caixa Postal,sim,PJ,3,4,3,-1,470.6742674280722
Lembrete,Caixa Postal,não,PF,1,3,6,3,711.4184747324902
Lembrete,Caixa Postal,não,PF,1,0,0,0,662.678103111604
Lembrete,Caixa Postal,não,PJ,2,1,8,7,616.2188590603329
Lembrete,Caixa Postal,não,PF,2,3,5,2,698.5201522331732
Lembrete,Caixa Postal,sim,PF,1,5,4,-1,812.412712317999
Lembrete,Caixa Postal,não,PF,3,6,7,1,858.5824082135512
Lembrete,Caixa Postal,não,PJ,0,2,5,3,817.2065513881055
Lembrete,Caixa Postal,não,PJ,3,3,3,0,654.2527119457982
Lembrete,Caixa Postal,não,PF,1,4,6,2,560.6554123444715
Lembrete,Caixa Postal,não,PJ,2,5,10,5,726.3898009670219
Lembrete,Caixa Postal,sim,PF,1,4,3,-1,687.7976979094792
Lembrete,Caixa Postal,sim,PJ,2,5,3,-2,816.9722269456929
Lembrete,Caixa Postal,não,PJ,0,1,2,1,653.3399248908528
Lembrete,Caixa Postal,não,PF,0,5,7,2,485.21854001029885
Lembrete,Caixa Postal,não,PJ,2,6,7,1,543.6718761980468
Lembrete,Caixa Postal,não,PJ,4,6,6,0,431.5736234850607
Lembrete,Caixa Postal,não,PJ,1,1,2,1,705.237131821233
Lembrete,Caixa Postal,não,PJ,3,5,5,0,625.9879427781705
Lembrete,Caixa Postal,não,PF,1,1,1,0,581.09503330176085
Lembrete,Caixa Postal,não,PF,1,4,6,2,603.6576124478913
Lembrete,Caixa Postal,sim,PJ,1,2,1,-1,616.252446999819
Lembrete,Caixa Postal,sim,PF,3,4,2,-2,322.7354177156875
Lembrete,Caixa Postal,não,PJ,3,5,5,0,598.6872566563642
Lembrete,Caixa Postal,não,PJ,0,0,1,1,798.4882391733975
Lembrete,Caixa Postal,não,PJ,3,6,9,3,695.7249078971704
Lembrete,Caixa Postal,não,PJ,3,5,10,5,528.0773040325782
Lembrete,Caixa Postal,não,PJ,2,6,7,1,616.0891736864755
Lembrete,Caixa Postal,não,PF,6,4,7,3,642.5208282335517
Lembrete,Caixa Postal,não,PF,0,0,2,2,594.7492052894676
Lembrete,Caixa Postal,não,PJ,4,9,9,0,639.3193589166334
Lembrete,Caixa Postal,não,PJ,2,0,2,2,663.4940379083106
Lembrete,Caixa Postal,sim,PF,3,6,2,-4,528.8963613309791
Lembrete,Caixa Postal,não,PF,4,10,10,0,656.7939413236309
Lembrete,Caixa Postal,não,PJ,2,7,10,3,657.9865522148689
Lembrete,Caixa Postal,sim,PJ,3,5,2,-3,792.9888213615985
Lembrete,Caixa Postal,não,PJ,6,7,8,1,776.8629396312751
